VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Vehicle Type,CAFV Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,Census Tract
1N4AZ1CP183,Los Angeles,Los Angeles,WA,96150,2016,Tesla,Model Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,214,0,46,719353935,POINT (-121.91954898582597 46.497387309065836),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP184,Multnomah,Portland,WA,98024,2022,Nissan,Leaf,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,147,0,17,976435234,POINT (-121.16020024823499 46.11735903223523),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP185,Multnomah,Portland,WA,96410,2016,Nissan,Ariya,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,136,0,40,707617904,POINT (-122.29764247077868 47.0251066196469),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP186,King,Bellevue,WA,92634,2018,Ford,Mustang Mach-E,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,153,0,48,681321163,POINT (-122.4265272321703 47.02867148576445),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP187,San Francisco,San Francisco,WA,94797,2020,Nissan,Leaf,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,177,0,27,759019265,POINT (-122.24153786663717 47.3361987874115),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP188,King,Bellevue,WA,92602,2021,Nissan,Ariya,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,175,0,41,328298698,POINT (-122.77930615695261 46.95743059426327),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP189,San Francisco,San Francisco,WA,96206,2015,Ford,Mustang Mach-E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,171,0,40,960021313,POINT (-122.94754017055651 47.615229223774044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP190,King,Seattle,WA,94660,2018,Tesla,Model X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,161,0,6,194098932,POINT (-122.02620912257012 46.794012149785125),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP191,San Francisco,San Francisco,WA,99839,2018,Nissan,Ariya,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,50,0,24,186322696,POINT (-121.14253900325836 46.40882656896938),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP192,King,Bellevue,WA,90400,2019,Chevrolet,Bolt EV,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,75,0,40,420233001,POINT (-122.63642693872214 47.798123886560646),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP193,King,Bellevue,WA,97308,2017,Ford,F-150 Lightning,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,194,0,20,642262515,POINT (-122.15975326216268 47.598442664150674),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP194,King,Bellevue,WA,99785,2017,Nissan,Leaf,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,235,0,15,332470677,POINT (-121.52701989550127 46.86042830663577),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP195,Multnomah,Portland,WA,98609,2015,Audi,e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,250,0,4,751390856,POINT (-121.7965755512945 46.99524812060093),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP196,San Francisco,San Francisco,WA,97612,2022,Tesla,Model Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,163,0,44,153575622,POINT (-121.14895153645288 47.30041119498979),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP197,King,Seattle,WA,97784,2016,Chevrolet,Bolt EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,46,378945377,POINT (-122.22255329761927 46.88235284380119),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP198,San Francisco,San Francisco,WA,95209,2021,Chevrolet,Volt,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,148,0,38,587466517,POINT (-122.82851879397232 47.1094091744779),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP199,King,Bellevue,WA,91361,2022,Ford,F-150 Lightning,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,171,0,7,531323221,POINT (-122.02485586508409 46.773619596671026),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP200,King,Bellevue,WA,95170,2016,Tesla,Model S,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,180,0,20,220560505,POINT (-122.43676278668877 47.43610883257468),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP201,San Francisco,San Francisco,WA,91382,2016,Audi,e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,120,0,35,704520772,POINT (-121.9610774741559 47.6140281795178),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP202,Multnomah,Portland,WA,97127,2019,Audi,e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,59,0,14,809273140,POINT (-121.6852941459298 47.64872266756328),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP203,Multnomah,Portland,WA,90434,2015,Ford,F-150 Lightning,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,96,0,44,432596380,POINT (-122.07940208362609 46.43402666734244),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP204,Los Angeles,Los Angeles,WA,96426,2019,Nissan,Leaf,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,300,0,49,178494770,POINT (-122.78229325864692 47.08678845273144),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP205,San Francisco,San Francisco,WA,96505,2020,Nissan,Ariya,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,101,0,1,700104445,POINT (-121.93082924766756 46.900333780489845),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP206,Los Angeles,Los Angeles,WA,90676,2021,Chevrolet,Volt,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,152,0,34,203477301,POINT (-121.9232878641554 47.01641239648488),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP207,San Francisco,San Francisco,WA,93180,2022,Ford,F-150 Lightning,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,117,0,8,570427456,POINT (-121.78871823006618 47.605104082020105),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP208,King,Bellevue,WA,97485,2022,Chevrolet,Volt,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,78,0,40,347025974,POINT (-122.59898427107385 47.56599444742265),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP209,Multnomah,Portland,WA,95623,2018,Ford,F-150 Lightning,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,70,0,5,261016135,POINT (-121.4240806859368 47.25903828216155),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP210,San Francisco,San Francisco,WA,93856,2015,Audi,Q4 e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,206,0,3,583371648,POINT (-121.50015850115211 46.46189519137298),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP211,Multnomah,Portland,WA,92207,2023,Nissan,Leaf,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,163,0,25,812324407,POINT (-122.88982817284604 47.8936119492642),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP212,King,Bellevue,WA,93017,2015,Tesla,Model X,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,191,0,6,909778690,POINT (-121.31462250715366 46.36521187499947),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP213,Los Angeles,Los Angeles,WA,99183,2018,Audi,Q4 e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,226,0,35,876477754,POINT (-122.44339861428395 47.01948675404073),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP214,San Francisco,San Francisco,WA,96666,2020,Tesla,Model S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,219,0,44,318232470,POINT (-121.83883018724212 46.74525553375853),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP215,Los Angeles,Los Angeles,WA,99008,2024,Chevrolet,Bolt EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,199,0,21,155304623,POINT (-122.16211662873908 47.7111650335158),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP216,Multnomah,Portland,WA,90537,2020,Ford,Mustang Mach-E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,269,0,36,661645149,POINT (-121.37546943229216 46.792045177681395),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP217,King,Seattle,WA,91723,2019,Audi,Q4 e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,169,0,42,742940529,POINT (-122.59341079330243 46.902374390365246),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP218,King,Bellevue,WA,95521,2020,Audi,e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,67,0,45,950956518,POINT (-122.60206826108217 46.16133637056305),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP219,San Francisco,San Francisco,WA,97978,2020,Audi,e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,198,0,41,117545979,POINT (-122.18561011563183 47.77065598478089),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP220,Multnomah,Portland,WA,91713,2017,Audi,Q4 e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,63,0,13,463975183,POINT (-121.61216485039243 46.13464225053599),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP221,Multnomah,Portland,WA,98351,2020,Chevrolet,Bolt EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,35,149263472,POINT (-122.43406380676122 47.253123503174685),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP222,San Francisco,San Francisco,WA,90371,2016,Audi,e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,89,0,44,427795615,POINT (-121.71924494006763 46.712120915342744),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP223,King,Seattle,WA,95040,2024,Tesla,Model S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,46,805130650,POINT (-122.53660139167015 47.039280141628424),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP224,King,Bellevue,WA,91356,2021,Tesla,Model X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,159,0,43,956710435,POINT (-121.52664309467148 46.16666787283113),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP225,Los Angeles,Los Angeles,WA,91258,2023,Audi,Q4 e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,190,0,26,305368622,POINT (-122.49675343080135 46.225737187390024),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP226,Multnomah,Portland,WA,91057,2019,Nissan,Leaf,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,268,0,45,194178563,POINT (-122.01122537089785 46.66115176060211),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP227,Multnomah,Portland,WA,90930,2015,Audi,e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,146,0,26,485191941,POINT (-122.1501099580044 47.007540880505516),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP228,King,Bellevue,WA,96711,2021,Tesla,Model Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,121,0,26,617687337,POINT (-121.84553652421452 47.66686619428214),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP229,Los Angeles,Los Angeles,WA,99330,2021,Nissan,Leaf,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,122,0,44,391124548,POINT (-121.60638822084951 46.90672462565529),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP230,San Francisco,San Francisco,WA,99580,2020,Audi,e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,257,0,42,521781042,POINT (-121.01031963179193 47.58785012177526),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP231,King,Bellevue,WA,95959,2021,Chevrolet,Bolt EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,285,0,46,982476819,POINT (-122.99684393078017 46.474929697357),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP232,San Francisco,San Francisco,WA,90934,2016,Chevrolet,Volt,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,74,0,48,861546941,POINT (-121.00140096240841 47.769410276678066),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP233,Los Angeles,Los Angeles,WA,90970,2022,Ford,Mustang Mach-E,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,175,0,49,224818079,POINT (-121.57358139210629 47.382381598536554),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP234,San Francisco,San Francisco,WA,91198,2021,Audi,Q4 e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,98,0,30,210551757,POINT (-122.08450800606755 47.66167572286368),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP235,King,Bellevue,WA,95518,2019,Ford,Mustang Mach-E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,92,0,19,311137075,POINT (-121.57849278074109 47.757099403946285),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP236,King,Seattle,WA,98112,2024,Audi,Q4 e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,275,0,26,707775346,POINT (-122.99507680090105 47.76732348702528),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP237,San Francisco,San Francisco,WA,91653,2017,Ford,Mustang Mach-E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,56,0,3,472748086,POINT (-122.21950550683933 46.520056668587806),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP238,Multnomah,Portland,WA,96579,2022,Chevrolet,Volt,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,28,451574141,POINT (-122.60789229983494 46.86278243109173),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP239,Multnomah,Portland,WA,93578,2016,Audi,e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,94,0,35,964346038,POINT (-121.20984537722494 46.490906448597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP240,King,Seattle,WA,92930,2021,Ford,F-150 Lightning,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,297,0,47,848040280,POINT (-122.5297040383265 47.35819765331159),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP241,King,Bellevue,WA,90707,2021,Nissan,Ariya,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,207,0,2,923824618,POINT (-122.60058497876221 46.72709543191182),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP242,San Francisco,San Francisco,WA,96929,2018,Audi,e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,123,0,49,882843396,POINT (-121.63944842700263 47.015711722342544),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP243,Multnomah,Portland,WA,91437,2022,Audi,Q4 e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,211,0,28,478213242,POINT (-122.54098968396666 47.377600976561155),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP244,King,Seattle,WA,93796,2023,Nissan,Leaf,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,244,0,25,122058641,POINT (-121.71309451357389 46.59236648305507),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP245,Multnomah,Portland,WA,94254,2024,Nissan,Ariya,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,105,0,17,612063876,POINT (-121.5984250774892 46.92998427363843),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP246,King,Bellevue,WA,92764,2021,Audi,e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,137,0,30,907408582,POINT (-122.28053525945182 46.56891658477247),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP247,San Francisco,San Francisco,WA,90210,2016,Tesla,Model S,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,185,0,31,994117749,POINT (-121.20347380168221 47.44116201282379),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP248,King,Seattle,WA,92805,2022,Ford,F-150 Lightning,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,249,0,10,709354037,POINT (-121.10065119357395 46.81423038567368),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP249,Multnomah,Portland,WA,95173,2023,Chevrolet,Volt,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,271,0,18,628131541,POINT (-122.77307299634185 46.72062960933676),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP250,Los Angeles,Los Angeles,WA,97995,2019,Chevrolet,Bolt EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,135,0,13,800693314,POINT (-122.36211141425267 47.616805026630075),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP251,Multnomah,Portland,WA,99825,2024,Ford,Mustang Mach-E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,7,642695151,POINT (-122.34660071519242 47.29363028542847),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP252,San Francisco,San Francisco,WA,90892,2023,Chevrolet,Bolt EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,212,0,39,823219694,POINT (-122.24530105656893 46.212686255668814),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP253,San Francisco,San Francisco,WA,90134,2023,Ford,Mustang Mach-E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,26,736689584,POINT (-121.23491272511134 46.36046621010866),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP254,Multnomah,Portland,WA,97218,2017,Audi,Q4 e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,24,626696175,POINT (-122.88664689626474 46.956567359378404),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP255,Los Angeles,Los Angeles,WA,96411,2015,Chevrolet,Volt,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,117,0,4,842069609,POINT (-122.78682404336307 47.541081302892906),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP256,Multnomah,Portland,WA,96955,2015,Ford,Mustang Mach-E,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,268,0,49,167390002,POINT (-122.51221616772791 46.03674770691026),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP257,Multnomah,Portland,WA,93766,2019,Chevrolet,Volt,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,219,0,41,222720177,POINT (-121.79742824555287 47.60566246550338),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP258,King,Seattle,WA,92819,2019,Audi,e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,214,0,32,279103753,POINT (-122.46952110066469 47.18694469899852),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP259,King,Bellevue,WA,97441,2017,Ford,Mustang Mach-E,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,246,0,1,412485144,POINT (-121.25872960458058 47.981410259076284),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP260,Multnomah,Portland,WA,92140,2021,Audi,Q4 e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,202,0,4,303780562,POINT (-122.04497815875362 46.568807414772266),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP261,King,Bellevue,WA,99480,2016,Ford,F-150 Lightning,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,221,0,1,624309380,POINT (-122.57626919124459 46.039073827112226),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP262,San Francisco,San Francisco,WA,92146,2015,Chevrolet,Volt,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,206,0,28,113204996,POINT (-122.96540845654812 46.2992444438395),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP263,Multnomah,Portland,WA,95338,2017,Audi,Q4 e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,0,26,231351051,POINT (-121.51467787840951 47.24492232611063),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP264,Los Angeles,Los Angeles,WA,93043,2018,Ford,Mustang Mach-E,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,169,0,6,923307111,POINT (-121.6028999449727 46.01268101988122),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP265,King,Bellevue,WA,92813,2022,Chevrolet,Bolt EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,281,0,24,282526854,POINT (-121.00891956909732 46.16067319979688),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP266,King,Seattle,WA,96627,2020,Tesla,Model 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,263,0,35,679632697,POINT (-121.39559300395116 46.57412245193147),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP267,Multnomah,Portland,WA,97122,2016,Ford,F-150 Lightning,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,231,0,31,902157175,POINT (-122.3756351985899 46.74830028009177),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP268,Los Angeles,Los Angeles,WA,97183,2022,Tesla,Model Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,90,0,18,258860886,POINT (-121.8586249343262 46.45232202422508),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP269,King,Bellevue,WA,95970,2021,Ford,F-150 Lightning,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,239,0,31,152870836,POINT (-122.62279049824754 47.976546566682046),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP270,Los Angeles,Los Angeles,WA,99240,2024,Audi,e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,223,0,2,890469253,POINT (-122.91539009282918 46.782460817405116),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP271,San Francisco,San Francisco,WA,92568,2022,Tesla,Model 3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,294,0,3,958271269,POINT (-122.90933188232422 47.60875875111918),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP272,San Francisco,San Francisco,WA,95640,2016,Nissan,Ariya,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,98,0,38,102090554,POINT (-122.88405240892688 46.71927528330784),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP273,Multnomah,Portland,WA,94777,2021,Tesla,Model 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,12,106753649,POINT (-121.1340061919926 46.069504024471904),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP274,Multnomah,Portland,WA,92280,2021,Ford,Mustang Mach-E,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,138,0,11,596653716,POINT (-122.4736361554861 47.95027987111982),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
